Time [s], Analyzer Name, Decoded Protocol Result,,
1.3220711,SPI,MOSI: 0xAE;  MISO: 0x00,,
1.32442174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32442388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32442494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324426,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32442708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32442814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244292,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32443028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32443134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32443242,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32443348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32443454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244356,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32443668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32443774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32443988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32444094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32444308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32444414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244452,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32444628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32444734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244484,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32444948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32445054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244516,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32445268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32445374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32445588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32445694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.324458,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32445908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32446014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32446122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32446228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32446334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244644,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32446548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32446654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244676,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32446868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32446974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32447082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32447188,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32447294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32447402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32447508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32447614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244772,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32447828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32447934,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.3244804,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32448148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32448254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244836,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32448468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32448574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32448682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32448788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32448894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32449002,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32449108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32449214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244932,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32449428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32449534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244964,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32449748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32449854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3244996,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32450068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32450174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3245028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32450388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32450494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32450602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32450708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32450814,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32450922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451242,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451562,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32451668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451882,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32451988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452202,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452522,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452842,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32452948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32453054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32453162,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32453268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32453374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.3245348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32453588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32453694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32453802,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32453908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32454974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455722,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32455934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456042,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456362,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32456894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457002,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457214,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457322,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457642,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32457962,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458282,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32458922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459242,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459562,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459882,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32459988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32460094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32460202,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32460308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32460414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32460522,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32460628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32460734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32460842,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32460948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32461054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32461162,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32461268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32461374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32461482,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32461588,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32461694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32461802,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32461908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32462974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463722,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32463934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32464042,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32464148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32464254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32464362,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32464468,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32464574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32464682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32464788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32464894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465002,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465214,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32465322,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465642,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32465962,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466174,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466282,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466494,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32466922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467242,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467454,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467562,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467774,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467882,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32467988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468094,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468202,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468414,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468522,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468734,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468842,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32468948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469054,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469162,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469374,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469482,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469694,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469802,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32469908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470014,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470654,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32470974,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471294,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471614,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471722,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32471934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472042,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472362,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32472894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473002,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473216,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473322,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473534,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473642,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473854,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32473962,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32474068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32474176,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32474282,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32474388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32474494,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32474602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32474708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32474814,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32474922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32475028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32475134,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32475242,SPI,MOSI: 0x1F;  MISO: 0x00,,
1.32475348,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32475454,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32475562,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32475668,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32475774,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32475882,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32475988,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476094,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476202,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476308,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476414,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476522,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476628,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476736,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476842,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32476948,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477056,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477162,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477268,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477376,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477482,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477588,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477694,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477802,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32477908,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32478014,SPI,MOSI: 0x10;  MISO: 0x00,,
1.32478122,SPI,MOSI: 0x1F;  MISO: 0x00,,
1.32478228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32478334,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32478442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32478548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32478656,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32478762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32478868,SPI,MOSI: 0xFF;  MISO: 0x00,,
1.32478976,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479296,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479616,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479722,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32479934,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480042,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480148,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480254,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480362,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480468,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480574,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480682,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480788,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32480894,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481002,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481108,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481216,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481322,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481428,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481536,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481642,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481748,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481856,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32481962,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482068,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482176,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482282,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482388,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482496,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482602,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482708,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482816,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32482922,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483028,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483136,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483242,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483348,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483456,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483562,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483668,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483776,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483882,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32483988,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484096,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484202,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484308,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484416,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484522,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484628,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484736,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484842,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32484948,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485056,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485162,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485268,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485376,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485482,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485588,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485696,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485802,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32485908,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486016,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486122,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486228,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486336,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486442,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486548,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486656,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486762,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486868,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32486976,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487082,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487188,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487296,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487402,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487508,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487616,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487722,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487828,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32487936,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32488042,SPI,MOSI: 0x00;  MISO: 0x00,,
1.32488148,SPI,MOSI: 0x07;  MISO: 0x00,,
1.32488256,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32488362,SPI,MOSI: 0x04;  MISO: 0x00,,
1.32488468,SPI,MOSI: 0x04;  MISO: 0x00,,
